Cargo,Empresa,Local,Link
Desenvolvedor Pleno (Foco em Phyton e Integrações),Corporativo Grupo Casas Bahia,,https://br.indeed.com/rc/clk?jk=7988aea0fa2cb509&bb=viqL7FtrMJGv1BV_kF1QHJJNBqFDg02tC6_K8YO2auMNG0hwDi5sPSyJQsiBeFQCqPjwhM_DfRI-MXqhAt8xgVg8pNt0SuLnL-aOnGbRydw%3D&xkcb=SoDq67M3DIso9U2xJh0BbzkdCdPP&fccid=fefe4e41e764dbcc&vjs=3
CAS | Analista de Riscos de Modelos e Controles Internos Sênior,Sicredi,,https://br.indeed.com/rc/clk?jk=5dbe5f0e86b8b2cf&bb=viqL7FtrMJGv1BV_kF1QHPVyZF6MshOzum9et3a-MMf-cLRUb4Q4k5oIo1DupZd3f7Dxw1xLdqAVXbAr-z5oiDvv0G018if-RSk0_N9MMoM%3D&xkcb=SoBe67M3DIso9U2xJh0AbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Banco - desevolvedor (a) - java / node js / python/ spring / springboot,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=bf101a7a7d146eca&bb=viqL7FtrMJGv1BV_kF1QHGB7H_oximCk6YunewJoJKGV9bgDQOit0YsIPbzX_setTcD3CNAKPg6y8elj_fnKbUPge8zniPkOAljKs__AMJw%3D&xkcb=SoDQ67M3DIso9U2xJh0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Assistente de Tecnologia,Sicoob Arenito,"Umuarama, PR",https://br.indeed.com/rc/clk?jk=f30d2503d6eef3f2&bb=viqL7FtrMJGv1BV_kF1QHIth01bxGVvlyLO8aUH3NxrP8-IFIM_-Y5ScZhp-cFnqdhv69topoclFQrnzZvwEjjubk9bhPsXRaad1GjTnhog%3D&xkcb=SoBk67M3DIso9U2xJh0GbzkdCdPP&fccid=2111e941e52d89e8&vjs=3
Pessoa Arquiteta de Soluções Power BI Especialista,Datum TI,,https://br.indeed.com/rc/clk?jk=37dd14206e9d7099&bb=viqL7FtrMJGv1BV_kF1QHKQBy7xDWXUl1Qu8IfTZQC0QTFeTvJktvt6Xzu2_YxJsa5Eb2FPG1Opzi_8RumRl3aJbpkWvothKp0qc1bfKEhc%3D&xkcb=SoD567M3DIso9U2xJh0FbzkdCdPP&fccid=e267f08170cab296&vjs=3
"Data Scientist, Product",Google,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=adeab6f84d147eb7&bb=viqL7FtrMJGv1BV_kF1QHIHBrrZsnzAz3NSp75yn7behhRj-Y-8zfBUZEnj7K3b-TiHGtPeK7OJ-Fcjid1N5bhNpB1x4ux86A-tku2VHk4Y%3D&xkcb=SoBN67M3DIso9U2xJh0EbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
"Data Scientist, Product",Google,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=adeab6f84d147eb7&bb=xl7BQuRmjuK9sLberfCESNmeC4g-TMpRYny_bcphYFXVesKK5eTtvZCbTYH2_Cl7cZzKF_byisBz3CkOGBRNSydCxmc6vm35CGMqGW8OP44%3D&xkcb=SoBI67M3DIsnmv2eDR0LbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Assistente de Tecnologia,Sicoob Arenito,"Umuarama, PR",https://br.indeed.com/rc/clk?jk=f30d2503d6eef3f2&bb=xl7BQuRmjuK9sLberfCESBIMpKH1JA6oNXL4Uk_wB_SyKD2mBIlXW4TBDGB8UuG6XaliDyJoncIWrwC0n_f0X0L-D_g9oKx6CafmYnM4mbA%3D&xkcb=SoD867M3DIsnmv2eDR0KbzkdCdPP&fccid=2111e941e52d89e8&vjs=3
Pessoa Arquiteta de Soluções Power BI Especialista,Datum TI,,https://br.indeed.com/rc/clk?jk=37dd14206e9d7099&bb=xl7BQuRmjuK9sLberfCESHIBpme3dK-szpMzkhVuWDQJTFvb37Qp_hnt5R3enR51h90OSVBF1vkiSEps7DFtkBsbJn0MpV9zOK5NMxvgnMI%3D&xkcb=SoBh67M3DIsnmv2eDR0JbzkdCdPP&fccid=e267f08170cab296&vjs=3
CAS | Cientista de Dados,Sicredi,,https://br.indeed.com/rc/clk?jk=64aa438028feb06f&bb=xl7BQuRmjuK9sLberfCESBHZj9eYPqPEB6i89eUkfwTOk1JeGxweCRdRIx3eTO_IZZFLB7vJ3MESiy0-sOJQG_dQrtIxFAnOvpD2FrSaZEE%3D&xkcb=SoDV67M3DIsnmv2eDR0IbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Desenvolvedor python sr,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=f948e05c0d156737&bb=xl7BQuRmjuK9sLberfCESKitOSBjRf6OGfuAkuWaCrgtaSKV_HnpuFm8d8cJt56K3dH6pmUBgfVKj05ZM57qiSwItDoqnDKfunz05t4F0l0%3D&xkcb=SoBb67M3DIsnmv2eDR0PbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Risco,Netvagas,"Vila Velha, AP",https://br.indeed.com/rc/clk?jk=5882efae60e2cd00&bb=xl7BQuRmjuK9sLberfCESHs9ChWczV-eGlYNjE7LPmL9dlIf6jVYv7Lyw-6OEWYvFAfAnQtToZuNulxGtzE3k0xpnk7u-MiFoCe16LKeuWk%3D&xkcb=SoDv67M3DIsnmv2eDR0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor web e mobile,Netvagas,,https://br.indeed.com/rc/clk?jk=dede55b6603b7269&bb=xl7BQuRmjuK9sLberfCESGAIbFTJbFD6KK12NNVeox-C3Zkf21TieWQJx-fh7hxuX0Mp069In3iDZpox-OiEVm0fDNMODD7wRQgN0z128AU%3D&xkcb=SoBy67M3DIsnmv2eDR0NbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Redes e Telecom,Icon Talent,"Eldorado do Sul, RS",https://br.indeed.com/rc/clk?jk=0dbcde94130b605e&bb=xl7BQuRmjuK9sLberfCESCZueqXVtRTU_F_aUqj5vVoPYYWs9E4gRISyD2CAcY8jBXhXIvF5kDSCvGQyBjEusBYlUu6dKS6ExLlLnxtx754%3D&xkcb=SoDG67M3DIsnmv2eDR0MbzkdCdPP&fccid=a99ab6f08fd7fb65&vjs=3
DevOps Engineer,WSD,"Foz do Iguaçu, PR",https://br.indeed.com/rc/clk?jk=49cbe8db6abce0b4&bb=xl7BQuRmjuK9sLberfCESP0fRZioJvTnPuCulW3YnY_kl_I0OhcejjqQINDHU-0cp0WpBVfg6uLVbg4lHL-e9W2X-xa94PQPqpKCSt0msXY%3D&xkcb=SoAv67M3DIsnmv2eDR0DbzkdCdPP&fccid=73a32514ff4f429e&vjs=3
Pessoa desenvolvedora web júnior,Netvagas,"Belém, AL",https://br.indeed.com/rc/clk?jk=f0d75bacf4403de0&bb=xl7BQuRmjuK9sLberfCESOn7qSg7XWcpQx-PQt-0VBtZKbKhok6I0WGVk4h2P2QirzHqIdUrYoR0o-eDDnrrrijBKRKzwfHRwn9debvME8w%3D&xkcb=SoCb67M3DIsnmv2eDR0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário de Ciência de Dados,SYOS,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=5cc925e55e56572c&bb=xl7BQuRmjuK9sLberfCESAL-Q0iCNI7NBhm3BLuaW6mtq_o3pyynBrBgDp7xQpKeghQ3nzCgQYYovmXQj_48NzW1qmkX5HQQDjjL0l7fVCY%3D&xkcb=SoAG67M3DIsnmv2eDR0BbzkdCdPP&fccid=4da94a332eb052be&vjs=3
Analista Prevenção a Fraudes JR (Estratégia),Livelo Tech,"Remoto híbrido in Barueri, SP",https://br.indeed.com/rc/clk?jk=5dce978ff592a834&bb=xl7BQuRmjuK9sLberfCESKVRsdIOZVdDBxngy6gl5mQnHqfrLzhilY4lGzlFhseVaQ3FeWpU8uOvjXnhhFASjkSmLSKuKhWtnD9dFhjgkI0%3D&xkcb=SoCy67M3DIsnmv2eDR0AbzkdCdPP&fccid=104a958d3f10ea1c&vjs=3
Software Developer in Test (remote),Percona,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=f5b12fe841adc5ea&bb=xl7BQuRmjuK9sLberfCESLKX9rb23n4RhtlqBsR_hMipeggI9eIgneKGseFq6WJFCOFRNtXhqH8vjsD5240bqOnLbjTcv-DNHxxCHbXwsy8%3D&xkcb=SoA867M3DIsnmv2eDR0HbzkdCdPP&fccid=c76eddb380428888&vjs=3
Risk Investigation - Risk Analyst - Actor Integrity LATAM,TikTok,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=434766fc0ab61a72&bb=xl7BQuRmjuK9sLberfCESAbIxLLGLYR55oGfo1gRqLzff70bHI05aWSUHT0j-ABhgoCGOzp55GwOWRJ9N6t1_kRqv8Y3n91lvLNA1-xqgow%3D&xkcb=SoCI67M3DIsnmv2eDR0GbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Engenheiro de Software Full Stack Sênior,Logcomex,,https://br.indeed.com/rc/clk?jk=7a93119e54f15dcb&bb=xl7BQuRmjuK9sLberfCESKYhRu0d9I04vRVTAMLUso4MfIqOx__tEfew5Jn023hwYcvMt2YdeNHemihEg0v6or6A4N3kw7oQr6qZsWre3WI%3D&xkcb=SoAV67M3DIsnmv2eDR0FbzkdCdPP&fccid=be47abca78d46fd7&vjs=3
Cientista de Dados,Mondelēz International,,https://br.indeed.com/rc/clk?jk=1c0bb5d5f2819bf7&bb=2odLAeiu3Moa5BiUQvdieilxN2C4tg7EC_h_Yy18jqkuxCQ7RdUOdRX1Qxqz4OyOPcciQS4AGt75IzSPNJtJP799LNAhpFpahMGOZFjUWvs%3D&xkcb=SoBo67M3DIsmQWQji50LbzkdCdPP&fccid=0ba2244fbaa16b6c&vjs=3
Analista de Cybersecurity Pleno (Endpoint),Think,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=8ac22be60dc5834b&bb=2odLAeiu3Moa5BiUQvdieuWE6YNemPAJcrmXfU0unWZMco-8iYMAP2olwyKU5MLk491dFvRMRl_lGRjG_kR-fOxvROgLZz9ZcGzY6A5X5Mw%3D&xkcb=SoDc67M3DIsmQWQji50KbzkdCdPP&fccid=223196b19c392596&vjs=3
Técnico Eletrônico e IoT,MICROBLAU INDÚSTRIA ELETRÔNICA LTDA,"São Caetano do Sul, SP",https://br.indeed.com/rc/clk?jk=a4f57769f2ae14e3&bb=2odLAeiu3Moa5BiUQvdiesxRew5C-hyXGY2OW1nqHFAcCPiaQj7mAX-qn9g1xLUG2ZxiBTfF7C4DjdDrII0F3NnRdTkV14qHudyVfK7Lisw%3D&xkcb=SoBB67M3DIsmQWQji50JbzkdCdPP&fccid=b37b908144a24678&cmp=MICROBLAU-IND%25C3%259ASTRIA-ELETR%25C3%2594NICA-LTDA&ti=T%C3%A9cnico+Em+Eletr%C3%B4nica&vjs=3
Customer Support Specialist - Brazil,LeanIX GmbH,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=b41b4cb056ed81d1&bb=2odLAeiu3Moa5BiUQvdiet6NLXp_eIpXm7QMXNqrNRRV3V_1Qy-e59G1GXWGi3Zl5zPhAoC-DtbnZt86J95n0sLBcJwO7zftyfORwlgZfDY%3D&xkcb=SoD167M3DIsmQWQji50IbzkdCdPP&fccid=ad414c640d039c5d&vjs=3
"Solutions Engineer, Ads",TikTok,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=f6a3fda5eb151a72&bb=2odLAeiu3Moa5BiUQvdieioSFGx_jnBbrx164UxmNZgaTJeJ4WyVUuKM4ZDXYuE8WfdvILNnUxYGr4YMQzcN_3w3RP2x65AJ76PsueodTbE%3D&xkcb=SoB767M3DIsmQWQji50PbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Desenvolvedor (a) Python/Ruby/ C# – Pleno – Porto Alegre – RS,BuscarVagas - Empregos e Consultoria Brasil,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=d54195209dd2c80c&bb=2odLAeiu3Moa5BiUQvdiejm77-KGUxTRT-iXTY78UTh541prM-Be2fn9K7CEscUl6OrzVj1aRSUkM-w8SWxiJCebaGx3KoWbrhGE_a32nC0%3D&xkcb=SoDP67M3DIsmQWQji50ObzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Suporte - Híbrido em Porto Alegre | RS,DB,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=6ff8f530745d3688&bb=2odLAeiu3Moa5BiUQvdiek0ijsfzAfXVPyPgnKOwaco2pjkARY_kLHTcGs73QS54YFnAz7quDrLiXKaxSG5PPYKBH5T47DNJFcsfitrqlZc%3D&xkcb=SoBS67M3DIsmQWQji50NbzkdCdPP&fccid=98832d38444d971b&vjs=3
Junior data scientist,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=047d4f49d67cb2c3&bb=2odLAeiu3Moa5BiUQvdieppWwTAem5qxGMKeHjbHYYnE8VOae4DJdIpzGmMjHILVUUR_1nVNrl3EhIxmFEOYo6wlZQGaxwShLnD_Jm7VzCQ%3D&xkcb=SoDm67M3DIsmQWQji50MbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Assistente de B.I,JHSF,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=331e3edc33d88814&bb=2odLAeiu3Moa5BiUQvdietQ4KxP2IioPGa4P1ZB120PjD2Rr6vfBVmOJ2UUpZorPK9tcogrZkVex7-owMvZVM-CZkRjHC961N92dqaM7VqY%3D&xkcb=SoAP67M3DIsmQWQji50DbzkdCdPP&fccid=118db0232ffdb8f8&vjs=3
Analista desenvolvedor pleno (python),Netvagas,"Brasília, DF",https://br.indeed.com/rc/clk?jk=05b5692cd5e8d2b7&bb=2odLAeiu3Moa5BiUQvdiet6NLXp_eIpX2Cx3uCcwTp9N3ODhgml0ngHEKO307TlisSdHYvI63Ig5zcUIJaWv7q83BDRGHj7sqVq2uHsO9V0%3D&xkcb=SoC767M3DIsmQWQji50CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
DevOps - Sutentação TI,Fitec- Inovações Tecnológicas,"Manaus, AM",https://br.indeed.com/rc/clk?jk=09f64d70cfc6b18d&bb=2odLAeiu3Moa5BiUQvdienC8gaI5k_fm9p5tW5NbyELLKfAven7IO_p8Qomdpzz6I1IbsCx5AnYS66fqKwVWumHFTTVhGdwXmakJx77FrZo%3D&xkcb=SoAm67M3DIsmQWQji50BbzkdCdPP&fccid=e2baa8eeb9ec737c&vjs=3
Estágio em Desenvolvimento de Software - Visão Computacional,SiDi,"Campinas, SP",https://br.indeed.com/rc/clk?jk=c37b22c7aae71d61&bb=2odLAeiu3Moa5BiUQvdiel3iP6aRhU4XnZJJeesj5vabYUQfLlhq2Ga2ktn_AsexhrjOScXOdXf4fi5jlh-okKUwxV0iL3WuWsKudUp57-8%3D&xkcb=SoCS67M3DIsmQWQji50AbzkdCdPP&fccid=d944f1c7c41daa58&vjs=3
"Early Career Software Engineer, People with Disabilities",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ed6013209c59b52e&bb=2odLAeiu3Moa5BiUQvdieuFult3A0krHu5YQvZvm9WJ0mT-bMEydv1dEfkBLsfnthLgQ4EubVi6HzI20MABoM6zCPjNtfNJnAAtzzlk_V-E%3D&xkcb=SoAc67M3DIsmQWQji50HbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Analista de Infraestrutura,Coruja Labs,,https://br.indeed.com/rc/clk?jk=add2c2af4eb5d1bf&bb=2odLAeiu3Moa5BiUQvdiel3iP6aRhU4XUnuDEFs2EcuUrrZqcc9lNaikzFsthTl1xY8s3ah3wBrgwtzSABODTma0AENEngx2hUHGZLMljnc%3D&xkcb=SoCo67M3DIsmQWQji50GbzkdCdPP&fccid=f21b4f7badf8e4da&vjs=3
Cientista de Dados [Híbrido],STACK TECNOLOGIAS,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=896a88edab5085ad&bb=2odLAeiu3Moa5BiUQvdietdYfdbLw9q5CLlWreV3nB51iMLHLImBWqvkOXMsKn4szSkMWF0KhverQa-Bp9gESCy2Fkp0iwZkaogIP75i2HE%3D&xkcb=SoA167M3DIsmQWQji50FbzkdCdPP&fccid=89dd21178829a0c6&vjs=3
Estágio em Desenvolvimento de Software - Visão Computacional,SiDi,"Campinas, SP",https://br.indeed.com/rc/clk?jk=c37b22c7aae71d61&bb=7hvYbIDejUnWwRTX3n82-i8DzW0Ihlu9GQGcSvt4Eitkgej3Rs3SBsPmNiNnlliT73idexUpVWWyIrHUzc4bALGew_s1YTPwi-lr2H4YL9A%3D&xkcb=SoDs67M3DIsloUWxJh0LbzkdCdPP&fccid=d944f1c7c41daa58&vjs=3
Cientista de Dados [Híbrido],STACK TECNOLOGIAS,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=896a88edab5085ad&bb=7hvYbIDejUnWwRTX3n82-rMQZclRIx0bkw-sr09GGBC6ck5CpiGBYDbjNvNPmgxEDF5GKJxdrXh9yDHiwRqznU78aSFfprGFWam0fe7GYHE%3D&xkcb=SoBY67M3DIsloUWxJh0KbzkdCdPP&fccid=89dd21178829a0c6&vjs=3
"Early Career Software Engineer, People with Disabilities",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ed6013209c59b52e&bb=7hvYbIDejUnWwRTX3n82-jIkWFskxg3toz4CFYNoq-Pf6cZBKczHBxKtcZu7zY-hgad0xfQh8mQxzJWvHAf7xU9A76IeCvur-ERDVU3CAuc%3D&xkcb=SoDF67M3DIsloUWxJh0JbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Analista de Infraestrutura,Coruja Labs,,https://br.indeed.com/rc/clk?jk=add2c2af4eb5d1bf&bb=7hvYbIDejUnWwRTX3n82-i8DzW0Ihlu9bIhKV8LNp0YSd_Ge8PuC-OrMoHDZFjcHJ50U8Vtdz0M19rmQqem72P1_cpmAjJqg_GmqgkxTPJw%3D&xkcb=SoBx67M3DIsloUWxJh0IbzkdCdPP&fccid=f21b4f7badf8e4da&vjs=3
DEVOPS,7COMm,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=96419279c667b545&bb=7hvYbIDejUnWwRTX3n82-vyqCbh1sBwBJx4joZE8kuL1ybwFifqVK8mPQUcUdBbaPAvKkq6n1YFeC38kirUASCYoF_FvU4fS1D3x_WUmjbQ%3D&xkcb=SoD_67M3DIsloUWxJh0PbzkdCdPP&fccid=9f75faaed5215dc4&vjs=3
Pessoa Estagiária de FP&A e Estratégia,Zoop,,https://br.indeed.com/rc/clk?jk=5c7766de7418eeca&bb=7hvYbIDejUnWwRTX3n82-lfrYnBDl4wyBFbAtvsFbe3bbRemApIFt0mC7gBLRvpnC7WODdeWhxpE_lqjgpzodtSTNYcxIkn-Luv9VG1ZYhI%3D&xkcb=SoBL67M3DIsloUWxJh0ObzkdCdPP&fccid=17db650bc29ccff0&vjs=3
Desenvolvedor(a) Odoo,Weni,,https://br.indeed.com/rc/clk?jk=94a317871a6ebadd&bb=7hvYbIDejUnWwRTX3n82-ppuvP40oxHTHoRVSoTf3mWLSgoQtmmL9a_qqAKPaFlfkvt-OkrQyisvrKmSvo42EGpQWAL1u8ceeDDCqW5GRUU%3D&xkcb=SoDW67M3DIsloUWxJh0NbzkdCdPP&fccid=de1b89613db1013f&vjs=3
Analytics Engineering Pleno,Transfeera,,https://br.indeed.com/rc/clk?jk=56c4a3979cc9eff1&bb=7hvYbIDejUnWwRTX3n82-jOS9fFXWr_Ym1Gicydf-RY16rR6W2knl56Cem6auZ14TSSyTaLfMATwJU8roscJLmpx7J7L4KVS7MiWK_9g5Cg%3D&xkcb=SoBi67M3DIsloUWxJh0MbzkdCdPP&fccid=f7c9a05a91286718&vjs=3
Estágio de Riscos,GM Financial,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=ce8ac1edd59c14eb&bb=7hvYbIDejUnWwRTX3n82-tBIjo2xtEA9adHn1B3yjr1S2-lPo2ISumbIySDSyJEAtgUSR3H8pNqZjVqHqbXzJgsunLO56ay3yZIuhIkliMU%3D&xkcb=SoCL67M3DIsloUWxJh0DbzkdCdPP&fccid=b6e80abbe732699d&vjs=3
Cientista de Dados,Sinqia,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=cc5c4976bcc8fa9c&bb=7hvYbIDejUnWwRTX3n82-tOvrH-Ry1NEIMM7rvm8A9n_oZdW4I6kpwh6nIxo_N7OIknhxvU1QuCIiyAy1MJm8GOLRU7OIWIaI43y5mIyUVM%3D&xkcb=SoA_67M3DIsloUWxJh0CbzkdCdPP&fccid=83849b17246b3c1e&vjs=3
Bolsa de Pós-Doutorado em Inteligência Artificial aplicada à Computação Embarcada,Inatel,"Santa Rita do Sapucaí, MG",https://br.indeed.com/rc/clk?jk=ea05cc2b5cdceb59&bb=7hvYbIDejUnWwRTX3n82-o4XQEBQ3tW-uEEe5nCBVWjfaIu8AfiL5eYUhJETNhHOBs-i6jfm3eVrSzDyC-3eQRgIJUW9aWmfI0vgAUQgB7E%3D&xkcb=SoCi67M3DIsloUWxJh0BbzkdCdPP&fccid=e882508866729b87&vjs=3
Engenheiro de Dados,Idea Maker,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=5c774293aa4ffa13&bb=7hvYbIDejUnWwRTX3n82-taMoUD-BvrsViQNk4EhmKZvB4iOw82XvN18BR8uMwslfXxlndOCH2BA31Sv-mc1vdbn-ayiojqYlGmxhCr5GmM%3D&xkcb=SoAW67M3DIsloUWxJh0AbzkdCdPP&fccid=9a2de6b80920a03f&cmp=Idea-Maker&ti=Analista+De+Dados&vjs=3
Engenheiro de Software - SJC,Akaer,"São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=994153a15b9ef047&bb=7hvYbIDejUnWwRTX3n82-jIkWFskxg3tel8-qDrw7tiyDzd8mpnu1TRVCJfIKV2r82I8hhF0S2KsrZy8w3nRaF30hKuqgMNfdxqbsGtIVuU%3D&xkcb=SoCY67M3DIsloUWxJh0HbzkdCdPP&fccid=1479700e0984b489&vjs=3
Desenvolvedor,Curriculum.com.br,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=aabf06937c02f180&bb=7hvYbIDejUnWwRTX3n82-qzaXhqgo6hSUfxz5LqZlCLo882wVGApWUWdaJ5AGdGRBjylLUX0xCb5S7ZwPfEDLeWUjAMgpnFCXO7mpJ8lGUk%3D&xkcb=SoAs67M3DIsloUWxJh0GbzkdCdPP&fccid=22d7ce555383096d&vjs=3
Engenheiro de Dados,Eng4tech,,https://br.indeed.com/rc/clk?jk=55fe295845113ed5&bb=7hvYbIDejUnWwRTX3n82-nfGGKSsy1IdD9OVR8JoBvY2TgwSEWLblNTunwlnWhDr6X-WDlhMtyJI3XJGRZx__fqo3DVXJ401j1mFTlJzCNk%3D&xkcb=SoCx67M3DIsloUWxJh0FbzkdCdPP&fccid=49a31a7afbb91a23&vjs=3
Profissional de Gerência de Projetos de Software & Dados,Radix Engenharia e Software,,https://br.indeed.com/rc/clk?jk=857ecf3153e42c05&bb=VEc17mHVly46P_7YvFOFHcXjVeWxBTJ6WPz0A9hDbvs_OHm73B9ij1lMeBsYi9BfPRnjBenJReGQJDwuSOeqADt41qGUguzq4j6PceMi2vY%3D&xkcb=SoCm67M3DIsjq_Qji50LbzkdCdPP&fccid=833e800ebc6f3f29&vjs=3
Cientista de Dados,Inovally Inovação para Transformar o Setor Público,"Home office in Cuiabá, MT",https://br.indeed.com/rc/clk?jk=589b5e6a53e66930&bb=VEc17mHVly46P_7YvFOFHaCxztSx3dSav90aCcdiGN44B2RSpcjhsJ1qvBrg-zHO0VU9E3J2qZ0hCxPKLwQ25zPCUDw2WoNkKp4h0zkBxGY%3D&xkcb=SoAS67M3DIsjq_Qji50KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Dados,EB CORPORATE,"Home office in Itaim Bibi, SP",https://br.indeed.com/rc/clk?jk=e4f857e0640e050b&bb=VEc17mHVly46P_7YvFOFHSHwNO9WwH0ia2e90nJ_SJYSpx-S2YNMCEY8Rh0UEd6IkbjU7pH7vQUjBxz_hrmiPorzE8mwOK6-QT4c2lP-cgs%3D&xkcb=SoCP67M3DIsjq_Qji50JbzkdCdPP&fccid=cc7e9c8efb58aaef&cmp=EB-CORPORATE&ti=Analista+De+Dados&vjs=3
Data Analyst,MT2 Data Science,,https://br.indeed.com/rc/clk?jk=bdd8092ee804125b&bb=VEc17mHVly46P_7YvFOFHScBTVs_AXhyZLpfpk_x9GDg3XJsukRDOxoLiTqnTEg3wI1VwrI5XddzBVscojYiYzLxgCsBkF74d9HkB-GuF-k%3D&xkcb=SoA767M3DIsjq_Qji50IbzkdCdPP&fccid=7eae4cf4cf7f0f97&vjs=3
Backend NodeJS,Techtool,,https://br.indeed.com/rc/clk?jk=b3b5ef11cbc1a47a&bb=VEc17mHVly46P_7YvFOFHWueYwA1yk9kDpeIyxgaIixnchFsINuXIOuO6S1y64WUWi35EUfPIQ4NiDKOAG8Pl_J-PLsJbWxiLQ27gdU1S8c%3D&xkcb=SoC167M3DIsjq_Qji50PbzkdCdPP&fccid=5072db2b26e88d8f&vjs=3
DESENVOLVEDOR BACK END - SAO PAULO,OEmprego,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=092fa9c9e785bcae&bb=VEc17mHVly46P_7YvFOFHS9pOLymYX4FQUQcfi2fAKLgxVqKg-vQJwWvlMsl17kcQxIuWRo3u8jEA-aLBS5XhU6nX6F1F7Svgcc04M4Osag%3D&xkcb=SoAB67M3DIsjq_Qji50ObzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Cientista de dados (vaga afirmativa para pessoas com defiência),Netvagas,,https://br.indeed.com/rc/clk?jk=1998be32c55649dd&bb=VEc17mHVly46P_7YvFOFHbI0MRWvT0nHRwU1TjY64OSOd8VSIwWT_wonulexBMrDhLlwkdaR6uracPed0ty4OMtOmd9ivicRwk6lniBFtUc%3D&xkcb=SoCc67M3DIsjq_Qji50NbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Junior devops engineer- platform,Netvagas,,https://br.indeed.com/rc/clk?jk=71d148377ce6df88&bb=VEc17mHVly46P_7YvFOFHXx4Wblm_Uvxu2dPkPSctwtbNSNlvZqg3TL_DuNO31d0r_BshF8UlFGSUPbh1BplFi5-c9-Yu4EjcH-fK0sneVw%3D&xkcb=SoAo67M3DIsjq_Qji50MbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor de Sistemas,Premiere Empregos,"Campinas, SP",https://br.indeed.com/rc/clk?jk=7d01476986178852&bb=VEc17mHVly46P_7YvFOFHScBTVs_AXhysoYfW8y8rxfim3Av4HVgKZCIk0DzoUUa4W9CN4nK5KOhCT80eapCDIuQyQ-f2qcelRAbYaNZXF0%3D&xkcb=SoDB67M3DIsjq_Qji50DbzkdCdPP&fccid=8f1bc70ee79288df&cmp=Premiere-Empregos&ti=Desenvolvedor+De+Sistemas&vjs=3
Analista Desenvolvedor Junior,COMPSIS Computadores e Sistemas Indutria e Com...,"Home office in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=7ec36c634451bd67&bb=VEc17mHVly46P_7YvFOFHaKbb57c262rgxBuTjSD7WdLV9lQ-MeOJD61dYdfldY8EOI_m3mMz93BnBBVCiL5WuH5_VNtCsxhGJAdf8OIx3c%3D&xkcb=SoB167M3DIsjq_Qji50CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
